sampledate,year,daynum,stratFlag,thermocline,layer,temp,o2,tp,doc
8/4/14,2014,216,TRUE,9.48782134,all,18.17780605,4.831396305,91.13425931,4.636943787
8/4/14,2014,216,TRUE,9.48782134,epi,22.84039862,8.241644308,29.57962821,4.713098888
8/4/14,2014,216,TRUE,9.48782134,hypo,11.70897364,0.100053709,176.534514,4.531286991
8/20/14,2014,232,TRUE,10.15694703,all,18.68845242,4.697339804,NA,NA
8/20/14,2014,232,TRUE,10.15694703,epi,22.89190853,7.241741425,30,NA
8/20/14,2014,232,TRUE,10.15694703,hypo,11.4338978,0.306072215,NA,NA
9/2/14,2014,245,TRUE,11.19983822,all,19.31141618,4.727520603,91.38511736,4.732162396
9/2/14,2014,245,TRUE,11.19983822,epi,22.85312755,6.932598399,23.5766781,4.746490283
9/2/14,2014,245,TRUE,11.19983822,hypo,11.71836753,7.07E-05,236.7591256,4.701444948
9/28/14,2014,271,TRUE,10.73122519,all,16.69511752,6.861406486,NA,4.395972189
9/28/14,2014,271,TRUE,10.73122519,epi,18.84056288,9.9141073,NA,4.416815303
9/28/14,2014,271,TRUE,10.73122519,hypo,12.99239046,1.592888328,NA,4.36
10/30/14,2014,303,FALSE,NA,all,12.1966689,8.258298129,94.53972886,4.319372432
2/11/15,2015,42,FALSE,NA,all,0.717645353,11.75644002,112.6256182,4.536577995
4/10/15,2015,100,FALSE,NA,all,4.01102548,13.34978005,107.324091,NA
4/24/15,2015,114,FALSE,NA,all,7.188238361,12.64818945,85.45057312,4.640090995
5/1/15,2015,121,TRUE,9.966762607,all,8.304875144,12.9211444,NA,NA
5/1/15,2015,121,TRUE,9.966762607,epi,8.646128785,13.38765811,74.31688386,NA
5/1/15,2015,121,TRUE,9.966762607,hypo,7.831423393,12.27390815,NA,NA
5/13/15,2015,133,TRUE,9.585081961,all,11.05850862,10.42455435,75.63005093,4.602545395
5/13/15,2015,133,TRUE,9.585081961,epi,12.39294749,10.89814105,70.49104063,4.495998706
5/13/15,2015,133,TRUE,9.585081961,hypo,9.207122006,9.767505093,82.75986035,4.750367163
5/27/15,2015,147,TRUE,11.70336868,all,13.84532811,8.535186026,NA,NA
5/27/15,2015,147,TRUE,11.70336868,epi,15.33953944,9.358876368,55.18283521,NA
5/27/15,2015,147,TRUE,11.70336868,hypo,10.64189957,6.769282433,NA,NA
6/8/15,2015,159,TRUE,9.661750591,all,15.89981825,7.301834728,84.38348935,5.245795176
6/8/15,2015,159,TRUE,9.661750591,epi,18.71322346,8.978056727,55.90834611,5.443503258
6/8/15,2015,159,TRUE,9.661750591,hypo,11.99652914,4.976261769,123.8896068,4.971497041
6/23/15,2015,174,TRUE,10.17392845,all,17.64460911,6.400275761,NA,NA
6/23/15,2015,174,TRUE,10.17392845,epi,20.81236588,8.695584872,53.82207564,NA
6/23/15,2015,174,TRUE,10.17392845,hypo,12.17752109,2.43890566,NA,NA
7/8/15,2015,189,TRUE,9.987157476,all,17.87463399,4.731774965,116.1852883,5.083012188
7/8/15,2015,189,TRUE,9.987157476,epi,21.85745496,7.979685703,41.37202951,5.168478823
7/8/15,2015,189,TRUE,9.987157476,hypo,12.34890961,0.225657402,219.9804251,4.964436668
7/20/15,2015,201,TRUE,10.43757794,all,19.50858803,4.830939239,NA,NA
7/20/15,2015,201,TRUE,10.43757794,epi,23.47380827,7.630096746,NA,NA
7/20/15,2015,201,TRUE,10.43757794,hypo,12.6651939,0,NA,NA
8/3/15,2015,215,TRUE,10.98079837,all,19.8237565,4.668538665,105.1353574,5.302099895
8/3/15,2015,215,TRUE,10.98079837,epi,23.80200528,7.350483729,34.00712401,5.411479332
8/3/15,2015,215,TRUE,10.98079837,hypo,12.95787701,0.039891075,227.892356,5.113326877
8/18/15,2015,230,TRUE,10.03470012,all,20.00477804,3.435252403,NA,NA
8/18/15,2015,230,TRUE,10.03470012,epi,23.94240985,5.425716799,22.17792436,NA
8/18/15,2015,230,TRUE,10.03470012,hypo,13.20899753,0,NA,NA
8/31/15,2015,243,TRUE,11.23284855,all,18.31546228,5.562099433,113.5221557,5.023718624
8/31/15,2015,243,TRUE,11.23284855,epi,20.9274212,8.156459252,29.6214274,4.971565409
8/31/15,2015,243,TRUE,11.23284855,hypo,12.71570298,7.07E-05,293.3963026,5.135529514
10/7/15,2015,280,TRUE,14.91627593,all,16.19666846,5.919376509,185.2995869,4.97637161
10/7/15,2015,280,TRUE,14.91627593,epi,17.10805388,7.304865311,132.4287383,4.975257067
10/7/15,2015,280,TRUE,14.91627593,hypo,12.30285611,0,411.1855405,4.981133398
11/2/15,2015,306,FALSE,NA,all,12.34817786,8.754059574,96.36339127,4.604924953
1/27/16,2016,27,FALSE,NA,all,1.560564961,13.35575219,81.14605409,5.18882257
3/28/16,2016,88,FALSE,NA,all,4.467836134,15.21211914,88.09878806,NA
4/12/16,2016,103,FALSE,NA,all,5.34800123,11.51296445,67.78333214,4.543263285
4/25/16,2016,116,TRUE,7.017477099,all,8.290282239,12.16664714,NA,NA
4/25/16,2016,116,TRUE,7.017477099,epi,10.32195353,13.40457563,50.40291607,NA
4/25/16,2016,116,TRUE,7.017477099,hypo,6.490334006,11.06991107,NA,NA
5/11/16,2016,132,TRUE,13.16154054,all,10.24735172,9.038976861,61.85731682,4.716788001
5/11/16,2016,132,TRUE,13.16154054,epi,10.46855119,9.082504338,59.4403557,4.703277906
5/11/16,2016,132,TRUE,13.16154054,hypo,9.505809933,8.893056785,69.95985738,4.762078797
5/23/16,2016,144,TRUE,6.314458222,all,11.84244873,9.453450385,NA,NA
5/23/16,2016,144,TRUE,6.314458222,epi,13.59349241,11.50965293,52.25732104,NA
5/23/16,2016,144,TRUE,6.314458222,hypo,10.62191865,8.020215395,NA,NA
6/7/16,2016,159,TRUE,9.413794481,all,15.76134122,7.81217773,73.2028327,4.774940784
6/7/16,2016,159,TRUE,9.413794481,epi,19.00674588,9.467535454,42.97441548,4.859806439
6/7/16,2016,159,TRUE,9.413794481,hypo,11.25870057,5.515551647,115.1414242,4.657199058
6/20/16,2016,172,TRUE,9.964908393,all,18.28621632,5.531772961,NA,NA
6/20/16,2016,172,TRUE,9.964908393,epi,22.70789575,7.833729398,24.38769644,NA
6/20/16,2016,172,TRUE,9.964908393,hypo,12.1516243,2.338062553,NA,NA
7/5/16,2016,187,TRUE,9.111877428,all,17.95339604,5.005835832,111.9588491,4.735612405
7/5/16,2016,187,TRUE,9.111877428,epi,22.56008049,8.461920276,30.9506995,4.719071004
7/5/16,2016,187,TRUE,9.111877428,hypo,11.56212996,0.210900235,224.348713,4.758561773
7/18/16,2016,200,TRUE,9.841611522,all,19.08379824,4.024470381,NA,NA
7/18/16,2016,200,TRUE,9.841611522,epi,23.8163281,6.916270602,22.80615178,NA
7/18/16,2016,200,TRUE,9.841611522,hypo,12.51793557,0.012416844,NA,NA
8/1/16,2016,214,TRUE,9.945217864,all,19.64992907,3.5044359,86.91726573,4.684960163
8/1/16,2016,214,TRUE,9.945217864,epi,24.46167114,6.030356458,18.86254312,4.686934649
8/1/16,2016,214,TRUE,9.945217864,hypo,12.97416818,0,181.3356798,4.68222078
8/15/16,2016,228,TRUE,10.05504287,all,20.57775905,3.515495013,NA,NA
8/15/16,2016,228,TRUE,10.05504287,epi,25.06422164,5.552453826,15.60131926,NA
8/15/16,2016,228,TRUE,10.05504287,hypo,12.83477636,0,NA,NA
8/30/16,2016,243,TRUE,10.90044624,all,19.81202939,4.052223967,118.4978001,4.274983027
8/30/16,2016,243,TRUE,10.90044624,epi,23.81067722,6.400175901,43.54265611,4.3035708
8/30/16,2016,243,TRUE,10.90044624,hypo,12.91094408,0,247.8594903,4.225644683
10/4/16,2016,278,TRUE,14.34497483,all,16.7467844,5.454938296,164.2618585,4.387097905
10/4/16,2016,278,TRUE,14.34497483,epi,17.92902694,6.731720726,117.0432243,4.378082165
10/4/16,2016,278,TRUE,14.34497483,hypo,11.6957593,0,365.9992333,4.425616845
11/9/16,2016,314,TRUE,19.18194898,all,13.28982651,6.952963694,95.45936487,4.522654191
11/9/16,2016,314,TRUE,19.18194898,epi,13.33139562,7.125524798,91.53724769,4.520610246
11/9/16,2016,314,TRUE,19.18194898,hypo,12.12354544,2.111513886,205.5,4.58
2/6/17,2017,37,FALSE,NA,all,0.923515259,11.81878491,113.5572177,4.616328444
4/17/17,2017,107,TRUE,17.21210292,all,7.515489665,12.74208477,99.02695062,4.687840477
4/17/17,2017,107,TRUE,17.21210292,epi,7.536321615,12.77258241,99.86674371,4.689485464
4/17/17,2017,107,TRUE,17.21210292,hypo,7.289559651,12.41132689,89.9190919,4.67
5/3/17,2017,123,FALSE,NA,all,9.168860522,9.584440173,90.97227314,NA
5/15/17,2017,135,TRUE,9.595575223,all,11.6950939,9.713221937,80.81473031,4.645333633
5/15/17,2017,135,TRUE,9.595575223,epi,12.74298582,10.86803373,72.25316213,4.701658202
5/15/17,2017,135,TRUE,9.595575223,hypo,10.24125955,8.111048073,92.69296092,4.567189512
5/30/17,2017,150,TRUE,16.92046084,all,14.78924226,7.413414835,NA,NA
5/30/17,2017,150,TRUE,16.92046084,epi,15.08859052,7.690456379,92.10734997,NA
5/30/17,2017,150,TRUE,16.92046084,hypo,12.52144374,5.314607221,NA,NA
6/12/17,2017,163,TRUE,8.651230449,all,17.02845233,6.508627898,104.1233853,5.178423085
6/12/17,2017,163,TRUE,8.651230449,epi,20.32527496,8.756747039,70.99614002,5.585022473
6/12/17,2017,163,TRUE,8.651230449,hypo,13.36171414,4.008261556,140.9676288,4.726201758
6/26/17,2017,177,TRUE,12.2546045,all,18.18737703,5.393584161,NA,NA
6/26/17,2017,177,TRUE,12.2546045,epi,20.15475279,6.965314557,66.30965866,NA
6/26/17,2017,177,TRUE,12.2546045,hypo,12.93277325,1.195697505,NA,NA
7/10/17,2017,191,TRUE,10.02403824,all,19.17199539,5.418654157,114.6817189,4.93242238
7/10/17,2017,191,TRUE,10.02403824,epi,22.65667546,8.509234828,50.691073,4.98258927
7/10/17,2017,191,TRUE,10.02403824,hypo,13.15794379,0.08476087,225.1202783,4.845841616
7/24/17,2017,205,TRUE,10.51758934,all,20.22516178,3.530162984,NA,NA
7/24/17,2017,205,TRUE,10.51758934,epi,23.52302551,5.57525066,46,NA
7/24/17,2017,205,TRUE,10.51758934,hypo,14.53352804,6.39E-04,NA,NA
8/7/17,2017,219,TRUE,11.35558191,all,19.49435797,3.680769843,109.0101316,4.852599059
8/7/17,2017,219,TRUE,11.35558191,epi,22.3348522,5.397288911,41.41344112,4.932043933
8/7/17,2017,219,TRUE,11.35558191,hypo,13.40464353,7.37E-04,253.9301733,4.682277785
8/23/17,2017,235,TRUE,12.30400138,all,19.87725076,4.752857444,NA,NA
8/23/17,2017,235,TRUE,12.30400138,epi,22.39876014,6.532374101,32.84517067,NA
8/23/17,2017,235,TRUE,12.30400138,hypo,13.14262844,8.18E-07,NA,NA
9/6/17,2017,249,TRUE,14.00283769,all,18.29593208,5.262757411,101.1364911,4.568115362
9/6/17,2017,249,TRUE,14.00283769,epi,19.595011,6.493595382,42.98178944,4.591903518
9/6/17,2017,249,TRUE,14.00283769,hypo,12.74573406,0.004112693,349.5972322,4.4664826
9/25/17,2017,268,TRUE,10.35327827,all,18.94169231,3.955108691,NA,NA
9/25/17,2017,268,TRUE,10.35327827,epi,21.33933157,5.96239226,23.71169745,NA
9/25/17,2017,268,TRUE,10.35327827,hypo,14.80371523,0.490828837,NA,NA
10/4/17,2017,277,TRUE,14.17003762,all,17.94230774,3.241445061,236.5253254,5.090102568
10/4/17,2017,277,TRUE,14.17003762,epi,19.1965503,4.000137438,181.7570093,5.034412337
10/4/17,2017,277,TRUE,14.17003762,hypo,12.58366902,0,470.5180381,5.32803408
11/2/17,2017,306,FALSE,NA,all,11.49497696,8.979621607,106.2318295,4.553345293
12/19/17,2017,353,FALSE,NA,all,2.30211827,14.94143082,127.7129191,5.152803004
1/23/18,2018,23,FALSE,NA,all,1.208823011,15.51506646,119.4785461,4.558666475
4/5/18,2018,95,FALSE,NA,all,3.136608894,15.06651082,158.5355306,NA
4/20/18,2018,110,FALSE,NA,all,3.538992228,14.97398515,135.7877831,4.76580893
5/7/18,2018,127,TRUE,6.334228665,all,9.142314421,14.63876192,NA,NA
5/7/18,2018,127,TRUE,6.334228665,epi,11.14658351,16.68470716,96.61171367,NA
5/7/18,2018,127,TRUE,6.334228665,hypo,7.745278607,13.21267657,NA,NA
5/14/18,2018,134,TRUE,11.28706557,all,10.23317022,11.8347205,106.4691431,4.905744903
5/14/18,2018,134,TRUE,11.28706557,epi,11.01267353,12.20976645,102.1949922,4.916460885
5/14/18,2018,134,TRUE,11.28706557,hypo,8.561998871,11.03066225,115.6324632,4.882770989
5/29/18,2018,149,TRUE,4.572889896,all,13.55566042,9.089854354,NA,NA
5/29/18,2018,149,TRUE,4.572889896,epi,21.02396117,11.79623301,81.96407767,NA
5/29/18,2018,149,TRUE,4.572889896,hypo,10.55272251,8.001643348,NA,NA
6/11/18,2018,162,TRUE,7.866840726,all,13.92223785,6.539302736,109.3790613,5.398782496
6/11/18,2018,162,TRUE,7.866840726,epi,18.37050735,8.372712186,68.47747748,5.735141062
6/11/18,2018,162,TRUE,7.866840726,hypo,9.981317454,4.915003515,145.615599,5.100787436
6/25/18,2018,176,TRUE,8.675434087,all,16.02465036,5.409878367,NA,NA
6/25/18,2018,176,TRUE,8.675434087,epi,20.82017766,8.364932318,70.35332064,NA
6/25/18,2018,176,TRUE,8.675434087,hypo,10.69104733,2.12325654,NA,NA
7/9/18,2018,190,TRUE,8.315666686,all,17.81442297,5.119435088,105.1429898,5.557814116
7/9/18,2018,190,TRUE,8.315666686,epi,24.17700931,9.292470389,37.92253596,5.81019247
7/9/18,2018,190,TRUE,8.315666686,hypo,10.73793114,0.478169945,179.9058247,5.277117985
7/23/18,2018,204,TRUE,8.787815863,all,17.27312826,3.85402884,NA,NA
7/23/18,2018,204,TRUE,8.787815863,epi,23.21370558,7.317766497,38.64181472,NA
7/23/18,2018,204,TRUE,8.787815863,hypo,10.6659964,0.001647134,NA,NA
8/6/18,2018,218,TRUE,9.476540305,all,17.87875137,4.21830022,94.18815833,4.902018038
8/6/18,2018,218,TRUE,9.476540305,epi,23.64633959,7.211881947,22.98936374,5.017920659
8/6/18,2018,218,TRUE,9.476540305,hypo,9.876859473,0.065036081,192.9686251,4.741215946
8/22/18,2018,234,TRUE,10.41805484,all,18.50391959,5.437332587,NA,NA
8/22/18,2018,234,TRUE,10.41805484,epi,23.45057168,8.223887423,24.82207564,NA
8/22/18,2018,234,TRUE,10.41805484,hypo,9.966716662,0.628143727,NA,NA
9/4/18,2018,247,TRUE,10.51170242,all,18.20262903,5.588129444,98.34891745,5.583614164
9/4/18,2018,247,TRUE,10.51170242,epi,22.51899736,8.236728232,27.23984169,5.654233289
9/4/18,2018,247,TRUE,10.51170242,hypo,10.7532043,1.017032683,221.0728526,5.461735812
9/19/18,2018,262,TRUE,10.93767337,all,17.824637,6.100188223,NA,NA
9/19/18,2018,262,TRUE,10.93767337,epi,21.58084433,9.28117854,32.22075638,NA
9/19/18,2018,262,TRUE,10.93767337,hypo,11.34196879,0.610261018,NA,NA
10/2/18,2018,275,TRUE,13.67750632,all,15.06390164,6.415333751,169.4997163,4.808633307
10/2/18,2018,275,TRUE,13.67750632,epi,16.64375361,8.179583574,113.8843262,4.78073248
10/2/18,2018,275,TRUE,13.67750632,hypo,9.767658099,0.500920979,355.942911,4.902167114
10/18/18,2018,291,TRUE,18.68030659,all,12.24929848,9.594288474,NA,NA
10/18/18,2018,291,TRUE,18.68030659,epi,12.39068587,10.15145792,82.76118522,NA
10/18/18,2018,291,TRUE,18.68030659,hypo,9.89172868,0.303743945,NA,NA
10/29/18,2018,302,FALSE,NA,all,10.57275872,9.410140082,117.4097247,4.732930518
11/14/18,2018,318,FALSE,NA,all,6.85175331,12.20391602,129.549394,NA
11/30/18,2018,334,FALSE,NA,all,3.593830284,13.87685672,130.3121905,4.209113428
2/21/19,2019,52,FALSE,NA,all,0.651990528,14.50186168,NA,NA
4/3/19,2019,93,FALSE,NA,all,2.29981067,14.8441037,NA,NA
4/15/19,2019,105,FALSE,NA,all,3.738979755,14.75259928,NA,NA
4/29/19,2019,119,FALSE,NA,all,7.199887071,16.28069256,NA,NA
5/12/19,2019,132,TRUE,8.25172082,all,9.082143933,13.65094655,NA,NA
5/12/19,2019,132,TRUE,8.25172082,epi,9.60607022,13.77406937,NA,NA
5/12/19,2019,132,TRUE,8.25172082,hypo,8.499431197,13.5140089,NA,NA
5/28/19,2019,148,TRUE,12.97549851,all,12.65482224,10.45791657,NA,NA
5/28/19,2019,148,TRUE,12.97549851,epi,13.27325884,10.48259605,NA,NA
5/28/19,2019,148,TRUE,12.97549851,hypo,11.00305885,10.39200089,NA,NA
6/11/19,2019,162,TRUE,9.203150661,all,15.71633698,8.507879264,NA,NA
6/11/19,2019,162,TRUE,9.203150661,epi,18.5863166,9.540245305,NA,NA
6/11/19,2019,162,TRUE,9.203150661,hypo,11.73455712,7.075585362,NA,NA
6/24/19,2019,175,TRUE,9.751513305,all,16.29103288,6.863279741,NA,NA
6/24/19,2019,175,TRUE,9.751513305,epi,18.91339594,9.017152166,NA,NA
6/24/19,2019,175,TRUE,9.751513305,hypo,12.65279366,3.87501955,NA,NA
7/8/19,2019,189,TRUE,8.298222663,all,18.7034574,6.487615358,NA,NA
7/8/19,2019,189,TRUE,8.298222663,epi,23.11307107,9.972969543,NA,NA
7/8/19,2019,189,TRUE,8.298222663,hypo,13.79906894,2.61119167,NA,NA
7/22/19,2019,203,TRUE,9.601618667,all,20.04191149,5.462225726,NA,NA
7/22/19,2019,203,TRUE,9.601618667,epi,24.41119203,8.561326179,NA,NA
7/22/19,2019,203,TRUE,9.601618667,hypo,13.98001713,1.162566005,NA,NA
8/5/19,2019,217,TRUE,9.065733908,all,20.12187523,5.100370201,NA,NA
8/5/19,2019,217,TRUE,9.065733908,epi,24.90063243,8.202050594,NA,NA
8/5/19,2019,217,TRUE,9.065733908,hypo,13.49187721,0.797131097,NA,NA
9/4/19,2019,247,TRUE,12.35988285,all,18.5806391,7.392372224,NA,NA
9/4/19,2019,247,TRUE,12.35988285,epi,20.82493495,9.409015766,NA,NA
9/4/19,2019,247,TRUE,12.35988285,hypo,12.58641794,2.00618065,NA,NA
10/4/19,2019,277,TRUE,15.43238035,all,17.14671825,7.005463856,NA,NA
10/4/19,2019,277,TRUE,15.43238035,epi,18.00647321,8.259217437,NA,NA
10/4/19,2019,277,TRUE,15.43238035,hypo,12.342758,0,NA,NA
10/28/19,2019,301,FALSE,NA,all,11.69815102,10.4866295,NA,NA
11/20/19,2019,324,FALSE,NA,all,4.875433844,14.203618,NA,NA
2/12/20,2020,43,FALSE,NA,all,1.018958637,18.94523947,NA,NA
5/7/20,2020,128,TRUE,17.24882545,all,9.838932535,15.12090073,NA,NA
5/7/20,2020,128,TRUE,17.24882545,epi,9.906471232,15.35835057,NA,NA
5/7/20,2020,128,TRUE,17.24882545,hypo,9.106451024,12.54567167,NA,NA
5/15/20,2020,136,TRUE,6.738373974,all,10.29474108,12.13446256,NA,NA
5/15/20,2020,136,TRUE,6.738373974,epi,10.8731833,12.45027115,NA,NA
5/15/20,2020,136,TRUE,6.738373974,hypo,9.891549457,11.91433448,NA,NA
6/2/20,2020,154,TRUE,7.773712659,all,14.43912566,9.080411903,NA,NA
6/2/20,2020,154,TRUE,7.773712659,epi,17.72809388,10.38333333,NA,NA
6/2/20,2020,154,TRUE,7.773712659,hypo,11.52528198,7.926095684,NA,NA
6/12/20,2020,164,TRUE,9.147332358,all,15.98618892,7.466950742,NA,NA
6/12/20,2020,164,TRUE,9.147332358,epi,19.10243388,9.460655424,NA,NA
6/12/20,2020,164,TRUE,9.147332358,hypo,11.66274309,4.700905612,NA,NA
6/24/20,2020,176,TRUE,9.345927342,all,17.56126081,7.452094112,NA,NA
6/24/20,2020,176,TRUE,9.345927342,epi,21.43600997,10.9722499,NA,NA
6/24/20,2020,176,TRUE,9.345927342,hypo,12.18547416,2.568266594,NA,NA
7/8/20,2020,190,TRUE,6.811011216,all,19.08396574,4.980432169,NA,NA
7/8/20,2020,190,TRUE,6.811011216,epi,25.46399132,9.92947397,NA,NA
7/8/20,2020,190,TRUE,6.811011216,hypo,14.63689611,1.530801247,NA,NA
7/22/20,2020,204,TRUE,8.841898413,all,19.12783512,4.614902522,NA,NA
7/22/20,2020,204,TRUE,8.841898413,epi,24.95435702,8.764192047,NA,NA
7/22/20,2020,204,TRUE,8.841898413,hypo,12.64755612,4.75E-05,NA,NA
8/6/20,2020,219,TRUE,9.659930198,all,18.70350084,5.287381257,NA,NA
8/6/20,2020,219,TRUE,9.659930198,epi,23.03282867,9.072288233,NA,NA
8/6/20,2020,219,TRUE,9.659930198,hypo,12.69703645,0.0362407,NA,NA
8/20/20,2020,233,TRUE,10.44977851,all,19.48512311,5.125002512,NA,NA
8/20/20,2020,233,TRUE,10.44977851,epi,23.52809147,8.094547054,NA,NA
8/20/20,2020,233,TRUE,10.44977851,hypo,12.50754702,0,NA,NA
9/2/20,2020,246,TRUE,10.31005715,all,18.88744118,4.248771029,NA,NA
9/2/20,2020,246,TRUE,10.31005715,epi,22.59359719,6.71060686,NA,NA
9/2/20,2020,246,TRUE,10.31005715,hypo,12.49115428,0,NA,NA
9/18/20,2020,262,TRUE,12.62405443,all,16.53804269,6.288347733,NA,NA
9/18/20,2020,262,TRUE,12.62405443,epi,18.2452319,8.642767488,NA,NA
9/18/20,2020,262,TRUE,12.62405443,hypo,11.97836322,0,NA,NA
10/8/20,2020,282,TRUE,14.09961719,all,14.58727412,9.599770585,NA,NA
10/8/20,2020,282,TRUE,14.09961719,epi,15.11305662,11.22906817,NA,NA
10/8/20,2020,282,TRUE,14.09961719,hypo,12.34091556,2.638742943,NA,NA
11/3/20,2020,308,FALSE,NA,all,8.824057414,11.65551541,NA,NA
12/10/20,2020,345,FALSE,NA,all,4.920280387,12.72449555,NA,NA